SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP
50,4,8,16,31,Idaho,Cassia County,22952
50,4,8,16,33,Idaho,Clark County,982
50,4,8,16,35,Idaho,Clearwater County,8761
50,4,8,16,37,Idaho,Custer County,4368
50,4,8,16,39,Idaho,Elmore County,27038
50,4,8,16,41,Idaho,Franklin County,12786
50,4,8,16,43,Idaho,Fremont County,13242
50,4,8,16,45,Idaho,Gem County,16719
50,4,8,16,47,Idaho,Gooding County,15464
50,4,8,16,49,Idaho,Idaho County,16267
50,4,8,16,51,Idaho,Jefferson County,26140
50,4,8,16,53,Idaho,Jerome County,22374
50,4,8,16,55,Idaho,Kootenai County,138494
50,4,8,16,57,Idaho,Latah County,37244
50,4,8,16,59,Idaho,Lemhi County,7936
50,4,8,16,61,Idaho,Lewis County,3821
50,4,8,16,63,Idaho,Lincoln County,5208
50,4,8,16,65,Idaho,Madison County,37536
50,4,8,16,67,Idaho,Minidoka County,20069
50,4,8,16,69,Idaho,Nez Perce County,39265
50,4,8,16,71,Idaho,Oneida County,4286
50,4,8,16,73,Idaho,Owyhee County,11526
50,4,8,16,75,Idaho,Payette County,22623
50,4,8,16,77,Idaho,Power County,7817
50,4,8,16,79,Idaho,Shoshone County,12765
50,4,8,16,81,Idaho,Teton County,10170
50,4,8,16,83,Idaho,Twin Falls County,77230
50,4,8,16,85,Idaho,Valley County,9862
50,4,8,16,87,Idaho,Washington County,10198
40,2,3,17,0,Illinois,Illinois,12830632
50,2,3,17,1,Illinois,Adams County,67103
50,2,3,17,3,Illinois,Alexander County,8238
50,2,3,17,5,Illinois,Bond County,17768
50,2,3,17,7,Illinois,Boone County,54165
50,2,3,17,9,Illinois,Brown County,6937
50,2,3,17,11,Illinois,Bureau County,34978
50,2,3,17,13,Illinois,Calhoun County,5089
50,2,3,17,15,Illinois,Carroll County,15387
50,2,3,17,17,Illinois,Cass County,13642
50,2,3,17,19,Illinois,Champaign County,201081
50,2,3,17,21,Illinois,Christian County,34800
50,2,3,17,23,Illinois,Clark County,16335
50,2,3,17,25,Illinois,Clay County,13815
50,2,3,17,27,Illinois,Clinton County,37762
50,2,3,17,29,Illinois,Coles County,53873
50,2,3,17,31,Illinois,Cook County,5194675
50,2,3,17,33,Illinois,Crawford County,19817
50,2,3,17,35,Illinois,Cumberland County,11048
50,2,3,17,37,Illinois,DeKalb County,105160
50,2,3,17,39,Illinois,De Witt County,16561
50,2,3,17,41,Illinois,Douglas County,19980
50,2,3,17,43,Illinois,DuPage County,916924
50,2,3,17,45,Illinois,Edgar County,18576
50,2,3,17,47,Illinois,Edwards County,6721
50,2,3,17,49,Illinois,Effingham County,34242
50,2,3,17,51,Illinois,Fayette County,22140
50,2,3,17,53,Illinois,Ford County,14081
50,2,3,17,55,Illinois,Franklin County,39561
50,2,3,17,57,Illinois,Fulton County,37069
50,2,3,17,59,Illinois,Gallatin County,5589
50,2,3,17,61,Illinois,Greene County,13886
50,2,3,17,63,Illinois,Grundy County,50063
50,2,3,17,65,Illinois,Hamilton County,8457
50,2,3,17,67,Illinois,Hancock County,19104
50,2,3,17,69,Illinois,Hardin County,4320
50,2,3,17,71,Illinois,Henderson County,7331
50,2,3,17,73,Illinois,Henry County,50486
50,2,3,17,75,Illinois,Iroquois County,29718
50,2,3,17,77,Illinois,Jackson County,60218
50,2,3,17,79,Illinois,Jasper County,9698
50,2,3,17,81,Illinois,Jefferson County,38827
50,2,3,17,83,Illinois,Jersey County,22985
50,2,3,17,85,Illinois,Jo Daviess County,22678
50,2,3,17,87,Illinois,Johnson County,12582
50,2,3,17,89,Illinois,Kane County,515269
50,2,3,17,91,Illinois,Kankakee County,113449
50,2,3,17,93,Illinois,Kendall County,114736
50,2,3,17,95,Illinois,Knox County,52919
50,2,3,17,97,Illinois,Lake County,703462
50,2,3,17,99,Illinois,LaSalle County,113924
50,2,3,17,101,Illinois,Lawrence County,16833
50,2,3,17,103,Illinois,Lee County,36031
50,2,3,17,105,Illinois,Livingston County,38950
50,2,3,17,107,Illinois,Logan County,30305
50,2,3,17,109,Illinois,McDonough County,32612
50,2,3,17,111,Illinois,McHenry County,308760
50,2,3,17,113,Illinois,McLean County,169572
50,2,3,17,115,Illinois,Macon County,110768
50,2,3,17,117,Illinois,Macoupin County,47765
50,2,3,17,119,Illinois,Madison County,269282
50,2,3,17,121,Illinois,Marion County,39437
50,2,3,17,123,Illinois,Marshall County,12640
50,2,3,17,125,Illinois,Mason County,14666
50,2,3,17,127,Illinois,Massac County,15429
50,2,3,17,129,Illinois,Menard County,12705
50,2,3,17,131,Illinois,Mercer County,16434
50,2,3,17,133,Illinois,Monroe County,32957
50,2,3,17,135,Illinois,Montgomery County,30104
50,2,3,17,137,Illinois,Morgan County,35547
50,2,3,17,139,Illinois,Moultrie County,14846
50,2,3,17,141,Illinois,Ogle County,53497
50,2,3,17,143,Illinois,Peoria County,186494
50,2,3,17,145,Illinois,Perry County,22350
50,2,3,17,147,Illinois,Piatt County,16729
50,2,3,17,149,Illinois,Pike County,16430
50,2,3,17,151,Illinois,Pope County,4470
50,2,3,17,153,Illinois,Pulaski County,6161
50,2,3,17,155,Illinois,Putnam County,6006
50,2,3,17,157,Illinois,Randolph County,33476
50,2,3,17,159,Illinois,Richland County,16233
50,2,3,17,161,Illinois,Rock Island County,147546
50,2,3,17,163,Illinois,St. Clair County,270056
50,2,3,17,165,Illinois,Saline County,24913
50,2,3,17,167,Illinois,Sangamon County,197465
50,2,3,17,169,Illinois,Schuyler County,7544
50,2,3,17,171,Illinois,Scott County,5355
50,2,3,17,173,Illinois,Shelby County,22363
50,2,3,17,175,Illinois,Stark County,5994
50,2,3,17,177,Illinois,Stephenson County,47711
50,2,3,17,179,Illinois,Tazewell County,135394
50,2,3,17,181,Illinois,Union County,17808
50,2,3,17,183,Illinois,Vermilion County,81625
50,2,3,17,185,Illinois,Wabash County,11947
50,2,3,17,187,Illinois,Warren County,17707
50,2,3,17,189,Illinois,Washington County,14716
50,2,3,17,191,Illinois,Wayne County,16760
50,2,3,17,193,Illinois,White County,14665
50,2,3,17,195,Illinois,Whiteside County,58498
50,2,3,17,197,Illinois,Will County,677560
50,2,3,17,199,Illinois,Williamson County,66357
50,2,3,17,201,Illinois,Winnebago County,295266
50,2,3,17,203,Illinois,Woodford County,38664
40,2,3,18,0,Indiana,Indiana,6483802
50,2,3,18,1,Indiana,Adams County,34387
50,2,3,18,3,Indiana,Allen County,355329
50,2,3,18,5,Indiana,Bartholomew County,76794
50,2,3,18,7,Indiana,Benton County,8854
50,2,3,18,9,Indiana,Blackford County,12766
50,2,3,18,11,Indiana,Boone County,56640
50,2,3,18,13,Indiana,Brown County,15242
50,2,3,18,15,Indiana,Carroll County,20155
50,2,3,18,17,Indiana,Cass County,38966
50,2,3,18,19,Indiana,Clark County,110232
50,2,3,18,21,Indiana,Clay County,26890
50,2,3,18,23,Indiana,Clinton County,33224
50,2,3,18,25,Indiana,Crawford County,10713
50,2,3,18,27,Indiana,Daviess County,31648
50,2,3,18,29,Indiana,Dearborn County,50047
50,2,3,18,31,Indiana,Decatur County,25740
50,2,3,18,33,Indiana,DeKalb County,42223
50,2,3,18,35,Indiana,Delaware County,117671
50,2,3,18,37,Indiana,Dubois County,41889
50,2,3,18,39,Indiana,Elkhart County,197559
50,2,3,18,41,Indiana,Fayette County,24277
50,2,3,18,43,Indiana,Floyd County,74578
50,2,3,18,45,Indiana,Fountain County,17240
50,2,3,18,47,Indiana,Franklin County,23087
50,2,3,18,49,Indiana,Fulton County,20836
50,2,3,18,51,Indiana,Gibson County,33503
50,2,3,18,53,Indiana,Grant County,70061
50,2,3,18,55,Indiana,Greene County,33165
50,2,3,18,57,Indiana,Hamilton County,274569
50,2,3,18,59,Indiana,Hancock County,70002
50,2,3,18,61,Indiana,Harrison County,39364
50,2,3,18,63,Indiana,Hendricks County,145448
50,2,3,18,65,Indiana,Henry County,49462
50,2,3,18,67,Indiana,Howard County,82752
50,2,3,18,69,Indiana,Huntington County,37124
50,2,3,18,71,Indiana,Jackson County,42376
50,2,3,18,73,Indiana,Jasper County,33478
50,2,3,18,75,Indiana,Jay County,21253
50,2,3,18,77,Indiana,Jefferson County,32428
50,2,3,18,79,Indiana,Jennings County,28525
50,2,3,18,81,Indiana,Johnson County,139654
50,2,3,18,83,Indiana,Knox County,38440
50,2,3,18,85,Indiana,Kosciusko County,77358
50,2,3,18,87,Indiana,LaGrange County,37128
50,2,3,18,89,Indiana,Lake County,496005
50,2,3,18,91,Indiana,LaPorte County,111467
50,2,3,18,93,Indiana,Lawrence County,46134
50,2,3,18,95,Indiana,Madison County,131636
50,2,3,18,97,Indiana,Marion County,903393
50,2,3,18,99,Indiana,Marshall County,47051
50,2,3,18,101,Indiana,Martin County,10334
50,2,3,18,103,Indiana,Miami County,36903
50,2,3,18,105,Indiana,Monroe County,137974
50,2,3,18,107,Indiana,Montgomery County,38124
50,2,3,18,109,Indiana,Morgan County,68894
50,2,3,18,111,Indiana,Newton County,14244
50,2,3,18,113,Indiana,Noble County,47536
50,2,3,18,115,Indiana,Ohio County,6128
50,2,3,18,117,Indiana,Orange County,19840
50,2,3,18,119,Indiana,Owen County,21575
50,2,3,18,121,Indiana,Parke County,17339
50,2,3,18,123,Indiana,Perry County,19338
50,2,3,18,125,Indiana,Pike County,12845
50,2,3,18,127,Indiana,Porter County,164343
50,2,3,18,129,Indiana,Posey County,25910
50,2,3,18,131,Indiana,Pulaski County,13402
50,2,3,18,133,Indiana,Putnam County,37963
50,2,3,18,135,Indiana,Randolph County,26171
50,2,3,18,137,Indiana,Ripley County,28818
50,2,3,18,139,Indiana,Rush County,17392
50,2,3,18,141,Indiana,St. Joseph County,266931
50,2,3,18,143,Indiana,Scott County,24181
50,2,3,18,145,Indiana,Shelby County,44436
50,2,3,18,147,Indiana,Spencer County,20952
50,2,3,18,149,Indiana,Starke County,23363
50,2,3,18,151,Indiana,Steuben County,34185
50,2,3,18,153,Indiana,Sullivan County,21475
50,2,3,18,155,Indiana,Switzerland County,10613
50,2,3,18,157,Indiana,Tippecanoe County,172780
50,2,3,18,159,Indiana,Tipton County,15936
50,2,3,18,161,Indiana,Union County,7516
50,2,3,18,163,Indiana,Vanderburgh County,179703
50,2,3,18,165,Indiana,Vermillion County,16212
50,2,3,18,167,Indiana,Vigo County,107848
50,2,3,18,169,Indiana,Wabash County,32888
50,2,3,18,171,Indiana,Warren County,8508
50,2,3,18,173,Indiana,Warrick County,59689
50,2,3,18,175,Indiana,Washington County,28262
50,2,3,18,177,Indiana,Wayne County,68917
50,2,3,18,179,Indiana,Wells County,27636
50,2,3,18,181,Indiana,White County,24643
50,2,3,18,183,Indiana,Whitley County,33292
40,2,4,19,0,Iowa,Iowa,3046355
50,2,4,19,1,Iowa,Adair County,7682
50,2,4,19,3,Iowa,Adams County,4029
50,2,4,19,5,Iowa,Allamakee County,14330
50,2,4,19,7,Iowa,Appanoose County,12887
50,2,4,19,9,Iowa,Audubon County,6119
50,2,4,19,11,Iowa,Benton County,26076
50,2,4,19,13,Iowa,Black Hawk County,131090
50,2,4,19,15,Iowa,Boone County,26306
50,2,4,19,17,Iowa,Bremer County,24276
50,2,4,19,19,Iowa,Buchanan County,20958
50,2,4,19,21,Iowa,Buena Vista County,20260
50,2,4,19,23,Iowa,Butler County,14867
50,2,4,19,25,Iowa,Calhoun County,9670
50,2,4,19,27,Iowa,Carroll County,20816
50,2,4,19,29,Iowa,Cass County,13956
50,2,4,19,31,Iowa,Cedar County,18499
50,2,4,19,33,Iowa,Cerro Gordo County,44151
50,2,4,19,35,Iowa,Cherokee County,12072
50,2,4,19,37,Iowa,Chickasaw County,12439
50,2,4,19,39,Iowa,Clarke County,9286
50,2,4,19,41,Iowa,Clay County,16667
50,2,4,19,43,Iowa,Clayton County,18129
50,2,4,19,45,Iowa,Clinton County,49116
50,2,4,19,47,Iowa,Crawford County,17096
50,2,4,19,49,Iowa,Dallas County,66135
50,2,4,19,51,Iowa,Davis County,8753
50,2,4,19,53,Iowa,Decatur County,8457
50,2,4,19,55,Iowa,Delaware County,17764
50,2,4,19,57,Iowa,Des Moines County,40325
50,2,4,19,59,Iowa,Dickinson County,16667
50,2,4,19,61,Iowa,Dubuque County,93653
50,2,4,19,63,Iowa,Emmet County,10302
50,2,4,19,65,Iowa,Fayette County,20880
50,2,4,19,67,Iowa,Floyd County,16303
50,2,4,19,69,Iowa,Franklin County,10680
50,2,4,19,71,Iowa,Fremont County,7441
50,2,4,19,73,Iowa,Greene County,9336
50,2,4,19,75,Iowa,Grundy County,12453
50,2,4,19,77,Iowa,Guthrie County,10954
50,2,4,19,79,Iowa,Hamilton County,15673
50,2,4,19,81,Iowa,Hancock County,11341
50,2,4,19,83,Iowa,Hardin County,17534
50,2,4,19,85,Iowa,Harrison County,14928
50,2,4,19,87,Iowa,Henry County,20145
50,2,4,19,89,Iowa,Howard County,9566
50,2,4,19,91,Iowa,Humboldt County,9815
50,2,4,19,93,Iowa,Ida County,7089
50,2,4,19,95,Iowa,Iowa County,16355
50,2,4,19,97,Iowa,Jackson County,19848
50,2,4,19,99,Iowa,Jasper County,36842
50,2,4,19,101,Iowa,Jefferson County,16843
50,2,4,19,103,Iowa,Johnson County,130882
50,2,4,19,105,Iowa,Jones County,20638
50,2,4,19,107,Iowa,Keokuk County,10511
50,2,4,19,109,Iowa,Kossuth County,15543
50,2,4,19,111,Iowa,Lee County,35862
50,2,4,19,113,Iowa,Linn County,211226
50,2,4,19,115,Iowa,Louisa County,11387
50,2,4,19,117,Iowa,Lucas County,8898
50,2,4,19,119,Iowa,Lyon County,11581
50,2,4,19,121,Iowa,Madison County,15679
50,2,4,19,123,Iowa,Mahaska County,22381
50,2,4,19,125,Iowa,Marion County,33309
50,2,4,19,127,Iowa,Marshall County,40648
50,2,4,19,129,Iowa,Mills County,15059
50,2,4,19,131,Iowa,Mitchell County,10776
50,2,4,19,133,Iowa,Monona County,9243
50,2,4,19,135,Iowa,Monroe County,7970
50,2,4,19,137,Iowa,Montgomery County,10740
50,2,4,19,139,Iowa,Muscatine County,42745
50,2,4,19,141,Iowa,O'Brien County,14398
50,2,4,19,143,Iowa,Osceola County,6462
50,2,4,19,145,Iowa,Page County,15932
50,2,4,19,147,Iowa,Palo Alto County,9421
50,2,4,19,149,Iowa,Plymouth County,24986
50,2,4,19,151,Iowa,Pocahontas County,7310
50,2,4,19,153,Iowa,Polk County,430640
50,2,4,19,155,Iowa,Pottawattamie County,93158
50,2,4,19,157,Iowa,Poweshiek County,18914
50,2,4,19,159,Iowa,Ringgold County,5131
50,2,4,19,161,Iowa,Sac County,10350
50,2,4,19,163,Iowa,Scott County,165224
50,2,4,19,165,Iowa,Shelby County,12167
50,2,4,19,167,Iowa,Sioux County,33704
50,2,4,19,169,Iowa,Story County,89542
50,2,4,19,171,Iowa,Tama County,17767
50,2,4,19,173,Iowa,Taylor County,6317
50,2,4,19,175,Iowa,Union County,12534
50,2,4,19,177,Iowa,Van Buren County,7570
50,2,4,19,179,Iowa,Wapello County,35625
50,2,4,19,181,Iowa,Warren County,46225
50,2,4,19,183,Iowa,Washington County,21704
50,2,4,19,185,Iowa,Wayne County,6403
50,2,4,19,187,Iowa,Webster County,38013
50,2,4,19,189,Iowa,Winnebago County,10866
50,2,4,19,191,Iowa,Winneshiek County,21056
50,2,4,19,193,Iowa,Woodbury County,102172
50,2,4,19,195,Iowa,Worth County,7598
50,2,4,19,197,Iowa,Wright County,13229
40,2,4,20,0,Kansas,Kansas,2853118
50,2,4,20,1,Kansas,Allen County,13371
50,2,4,20,3,Kansas,Anderson County,8102
50,2,4,20,5,Kansas,Atchison County,16924
50,2,4,20,7,Kansas,Barber County,4861
50,2,4,20,9,Kansas,Barton County,27674
50,2,4,20,11,Kansas,Bourbon County,15173
50,2,4,20,13,Kansas,Brown County,9984
50,2,4,20,15,Kansas,Butler County,65880
50,2,4,20,17,Kansas,Chase County,2790
50,2,4,20,19,Kansas,Chautauqua County,3669
50,2,4,20,21,Kansas,Cherokee County,21603
50,2,4,20,23,Kansas,Cheyenne County,2726
50,2,4,20,25,Kansas,Clark County,2215
50,2,4,20,27,Kansas,Clay County,8535
50,2,4,20,29,Kansas,Cloud County,9533
50,2,4,20,31,Kansas,Coffey County,8601
50,2,4,20,33,Kansas,Comanche County,1891
50,2,4,20,35,Kansas,Cowley County,36311
50,2,4,20,37,Kansas,Crawford County,39134
50,2,4,20,39,Kansas,Decatur County,2961
50,2,4,20,41,Kansas,Dickinson County,19754
50,2,4,20,43,Kansas,Doniphan County,7945
50,2,4,20,45,Kansas,Douglas County,110826
50,2,4,20,47,Kansas,Edwards County,3037
50,2,4,20,49,Kansas,Elk County,2882
50,2,4,20,51,Kansas,Ellis County,28452
50,2,4,20,53,Kansas,Ellsworth County,6497
50,2,4,20,55,Kansas,Finney County,36776
50,2,4,20,57,Kansas,Ford County,33848
50,2,4,20,59,Kansas,Franklin County,25992
50,2,4,20,61,Kansas,Geary County,34362
50,2,4,20,63,Kansas,Gove County,2695
50,2,4,20,65,Kansas,Graham County,2597
50,2,4,20,67,Kansas,Grant County,7829
50,2,4,20,69,Kansas,Gray County,6006
50,2,4,20,71,Kansas,Greeley County,1247
50,2,4,20,73,Kansas,Greenwood County,6689
50,2,4,20,75,Kansas,Hamilton County,2690
50,2,4,20,77,Kansas,Harper County,6034
50,2,4,20,79,Kansas,Harvey County,34684
50,2,4,20,81,Kansas,Haskell County,4256
50,2,4,20,83,Kansas,Hodgeman County,1916
50,2,4,20,85,Kansas,Jackson County,13462
50,2,4,20,87,Kansas,Jefferson County,19126
50,2,4,20,89,Kansas,Jewell County,3077
50,2,4,20,91,Kansas,Johnson County,544179
50,2,4,20,93,Kansas,Kearny County,3977
50,2,4,20,95,Kansas,Kingman County,7858
50,2,4,20,97,Kansas,Kiowa County,2553
50,2,4,20,99,Kansas,Labette County,21607
50,2,4,20,101,Kansas,Lane County,1750
50,2,4,20,103,Kansas,Leavenworth County,76227
50,2,4,20,105,Kansas,Lincoln County,3241
50,2,4,20,107,Kansas,Linn County,9656
50,2,4,20,109,Kansas,Logan County,2756
50,2,4,20,111,Kansas,Lyon County,33690
50,2,4,20,113,Kansas,McPherson County,29180
50,2,4,20,115,Kansas,Marion County,12660
50,2,4,20,117,Kansas,Marshall County,10117
50,2,4,20,119,Kansas,Meade County,4575
50,2,4,20,121,Kansas,Miami County,32787
50,2,4,20,123,Kansas,Mitchell County,6373
50,2,4,20,125,Kansas,Montgomery County,35471
50,2,4,20,127,Kansas,Morris County,5923
50,2,4,20,129,Kansas,Morton County,3233
50,2,4,20,131,Kansas,Nemaha County,10178
50,2,4,20,133,Kansas,Neosho County,16512
50,2,4,20,135,Kansas,Ness County,3107
50,2,4,20,137,Kansas,Norton County,5671
50,2,4,20,139,Kansas,Osage County,16295
50,2,4,20,141,Kansas,Osborne County,3858
50,2,4,20,143,Kansas,Ottawa County,6091
50,2,4,20,145,Kansas,Pawnee County,6973
50,2,4,20,147,Kansas,Phillips County,5642
50,2,4,20,149,Kansas,Pottawatomie County,21604
50,2,4,20,151,Kansas,Pratt County,9656
50,2,4,20,153,Kansas,Rawlins County,2519
50,2,4,20,155,Kansas,Reno County,64511
50,2,4,20,157,Kansas,Republic County,4980
50,2,4,20,159,Kansas,Rice County,10083
50,2,4,20,161,Kansas,Riley County,71115
50,2,4,20,163,Kansas,Rooks County,5181
50,2,4,20,165,Kansas,Rush County,3307
50,2,4,20,167,Kansas,Russell County,6970
50,2,4,20,169,Kansas,Saline County,55606
50,2,4,20,171,Kansas,Scott County,4936
50,2,4,20,173,Kansas,Sedgwick County,498365
50,2,4,20,175,Kansas,Seward County,22952
50,2,4,20,177,Kansas,Shawnee County,177934
50,2,4,20,179,Kansas,Sheridan County,2556
50,2,4,20,181,Kansas,Sherman County,6010
50,2,4,20,183,Kansas,Smith County,3853
50,2,4,20,185,Kansas,Stafford County,4437
50,2,4,20,187,Kansas,Stanton County,2235
50,2,4,20,189,Kansas,Stevens County,5724
50,2,4,20,191,Kansas,Sumner County,24132
50,2,4,20,193,Kansas,Thomas County,7900
50,2,4,20,195,Kansas,Trego County,3001
50,2,4,20,197,Kansas,Wabaunsee County,7053
50,2,4,20,199,Kansas,Wallace County,1485
50,2,4,20,201,Kansas,Washington County,5799
50,2,4,20,203,Kansas,Wichita County,2234
50,2,4,20,205,Kansas,Wilson County,9409
50,2,4,20,207,Kansas,Woodson County,3309
50,2,4,20,209,Kansas,Wyandotte County,157505
40,3,6,21,0,Kentucky,Kentucky,4339367
50,3,6,21,1,Kentucky,Adair County,18656
50,3,6,21,3,Kentucky,Allen County,19956
50,3,6,21,5,Kentucky,Anderson County,21421
50,3,6,21,7,Kentucky,Ballard County,8249
50,3,6,21,9,Kentucky,Barren County,42173
50,3,6,21,11,Kentucky,Bath County,11591
50,3,6,21,13,Kentucky,Bell County,28691
50,3,6,21,15,Kentucky,Boone County,118811
50,3,6,21,17,Kentucky,Bourbon County,19985
50,3,6,21,19,Kentucky,Boyd County,49542
50,3,6,21,21,Kentucky,Boyle County,28432
50,3,6,21,23,Kentucky,Bracken County,8488
50,3,6,21,25,Kentucky,Breathitt County,13878
50,3,6,21,27,Kentucky,Breckinridge County,20059
50,3,6,21,29,Kentucky,Bullitt County,74319
50,3,6,21,31,Kentucky,Butler County,12690
50,3,6,21,33,Kentucky,Caldwell County,12984
50,3,6,21,35,Kentucky,Calloway County,37191
50,3,6,21,37,Kentucky,Campbell County,90336
50,3,6,21,39,Kentucky,Carlisle County,5104
50,3,6,21,41,Kentucky,Carroll County,10811
50,3,6,21,43,Kentucky,Carter County,27720
50,3,6,21,45,Kentucky,Casey County,15955
50,3,6,21,47,Kentucky,Christian County,73955
50,3,6,21,49,Kentucky,Clark County,35613
50,3,6,21,51,Kentucky,Clay County,21730
50,3,6,21,53,Kentucky,Clinton County,10272
50,3,6,21,55,Kentucky,Crittenden County,9315
50,3,6,21,57,Kentucky,Cumberland County,6856
50,3,6,21,59,Kentucky,Daviess County,96656
50,3,6,21,61,Kentucky,Edmonson County,12161
50,3,6,21,63,Kentucky,Elliott County,7852
50,3,6,21,65,Kentucky,Estill County,14672
50,3,6,21,67,Kentucky,Fayette County,295803
50,3,6,21,69,Kentucky,Fleming County,14348
50,3,6,21,71,Kentucky,Floyd County,39451
50,3,6,21,73,Kentucky,Franklin County,49285
50,3,6,21,75,Kentucky,Fulton County,6813
50,3,6,21,77,Kentucky,Gallatin County,8589
50,3,6,21,79,Kentucky,Garrard County,16912
50,3,6,21,81,Kentucky,Grant County,24662
50,3,6,21,83,Kentucky,Graves County,37121
50,3,6,21,85,Kentucky,Grayson County,25746
50,3,6,21,87,Kentucky,Green County,11258
50,3,6,21,89,Kentucky,Greenup County,36910
50,3,6,21,91,Kentucky,Hancock County,8565
50,3,6,21,93,Kentucky,Hardin County,105543
50,3,6,21,95,Kentucky,Harlan County,29278
50,3,6,21,97,Kentucky,Harrison County,18846
50,3,6,21,99,Kentucky,Hart County,18199
50,3,6,21,101,Kentucky,Henderson County,46250
50,3,6,21,103,Kentucky,Henry County,15416
50,3,6,21,105,Kentucky,Hickman County,4902
50,3,6,21,107,Kentucky,Hopkins County,46920
50,3,6,21,109,Kentucky,Jackson County,13494
50,3,6,21,111,Kentucky,Jefferson County,741096
50,3,6,21,113,Kentucky,Jessamine County,48586
50,3,6,21,115,Kentucky,Johnson County,23356
50,3,6,21,117,Kentucky,Kenton County,159720
50,3,6,21,119,Kentucky,Knott County,16346
50,3,6,21,121,Kentucky,Knox County,31883
50,3,6,21,123,Kentucky,Larue County,14193
50,3,6,21,125,Kentucky,Laurel County,58849
50,3,6,21,127,Kentucky,Lawrence County,15860
50,3,6,21,129,Kentucky,Lee County,7887
50,3,6,21,131,Kentucky,Leslie County,11310
50,3,6,21,133,Kentucky,Letcher County,24519
50,3,6,21,135,Kentucky,Lewis County,13870
50,3,6,21,137,Kentucky,Lincoln County,24742
50,3,6,21,139,Kentucky,Livingston County,9519
50,3,6,21,141,Kentucky,Logan County,26835
50,3,6,21,143,Kentucky,Lyon County,8314
50,3,6,21,145,Kentucky,McCracken County,65565
50,3,6,21,147,Kentucky,McCreary County,18306
50,3,6,21,149,Kentucky,McLean County,9531
50,3,6,21,151,Kentucky,Madison County,82916
50,3,6,21,153,Kentucky,Magoffin County,13333
50,3,6,21,155,Kentucky,Marion County,19820
50,3,6,21,157,Kentucky,Marshall County,31448
50,3,6,21,159,Kentucky,Martin County,12929
50,3,6,21,161,Kentucky,Mason County,17490
50,3,6,21,163,Kentucky,Meade County,28602
50,3,6,21,165,Kentucky,Menifee County,6306
50,3,6,21,167,Kentucky,Mercer County,21331
50,3,6,21,169,Kentucky,Metcalfe County,10099
50,3,6,21,171,Kentucky,Monroe County,10963
50,3,6,21,173,Kentucky,Montgomery County,26499
50,3,6,21,175,Kentucky,Morgan County,13923
50,3,6,21,177,Kentucky,Muhlenberg County,31499
50,3,6,21,179,Kentucky,Nelson County,43437
50,3,6,21,181,Kentucky,Nicholas County,7135
50,3,6,21,183,Kentucky,Ohio County,23842
50,3,6,21,185,Kentucky,Oldham County,60316
50,3,6,21,187,Kentucky,Owen County,10841
50,3,6,21,189,Kentucky,Owsley County,4755
50,3,6,21,191,Kentucky,Pendleton County,14877
50,3,6,21,193,Kentucky,Perry County,28712
50,3,6,21,195,Kentucky,Pike County,65024
50,3,6,21,197,Kentucky,Powell County,12613
50,3,6,21,199,Kentucky,Pulaski County,63063
50,3,6,21,201,Kentucky,Robertson County,2282
50,3,6,21,203,Kentucky,Rockcastle County,17056
50,3,6,21,205,Kentucky,Rowan County,23333
50,3,6,21,207,Kentucky,Russell County,17565
50,3,6,21,209,Kentucky,Scott County,47173
50,3,6,21,211,Kentucky,Shelby County,42074
50,3,6,21,213,Kentucky,Simpson County,17327
50,3,6,21,215,Kentucky,Spencer County,17061
50,3,6,21,217,Kentucky,Taylor County,24512
50,3,6,21,219,Kentucky,Todd County,12460
50,3,6,21,221,Kentucky,Trigg County,14339
50,3,6,21,223,Kentucky,Trimble County,8809
50,3,6,21,225,Kentucky,Union County,15007
50,3,6,21,227,Kentucky,Warren County,113792
50,3,6,21,229,Kentucky,Washington County,11717
50,3,6,21,231,Kentucky,Wayne County,20813
50,3,6,21,233,Kentucky,Webster County,13621
50,3,6,21,235,Kentucky,Whitley County,35637
50,3,6,21,237,Kentucky,Wolfe County,7355
50,3,6,21,239,Kentucky,Woodford County,24939
40,3,7,22,0,Louisiana,Louisiana,4533372
50,3,7,22,1,Louisiana,Acadia Parish,61773
50,3,7,22,3,Louisiana,Allen Parish,25764
50,3,7,22,5,Louisiana,Ascension Parish,107215
50,3,7,22,7,Louisiana,Assumption Parish,23421
50,3,7,22,9,Louisiana,Avoyelles Parish,42073
50,3,7,22,11,Louisiana,Beauregard Parish,35654
50,3,7,22,13,Louisiana,Bienville Parish,14353
50,3,7,22,15,Louisiana,Bossier Parish,116979
50,3,7,22,17,Louisiana,Caddo Parish,254969
50,3,7,22,19,Louisiana,Calcasieu Parish,192768
50,3,7,22,21,Louisiana,Caldwell Parish,10132
50,3,7,22,23,Louisiana,Cameron Parish,6839
50,3,7,22,25,Louisiana,Catahoula Parish,10407
50,3,7,22,27,Louisiana,Claiborne Parish,17195
50,3,7,22,29,Louisiana,Concordia Parish,20822
50,3,7,22,31,Louisiana,De Soto Parish,26656
50,3,7,22,33,Louisiana,East Baton Rouge Parish,440171
50,3,7,22,35,Louisiana,East Carroll Parish,7759
50,3,7,22,37,Louisiana,East Feliciana Parish,20267
50,3,7,22,39,Louisiana,Evangeline Parish,33984
50,3,7,22,41,Louisiana,Franklin Parish,20767
